name;address;website;phone;emails
Veronese Agrimedium srl;Via Aldo Moro, 6, 36020 Asigliano Veneto VI;;0444 772009;
Gf Ovodry Spa;Via Fabio Filzi, 12, 36020 Asigliano Veneto VI;http://gfovodry.it;0444 872288;pec@pec.gfovodry.it gfovodry@gfovodry.it
Azienda Agricola Marchetto Simone;Via Vicentina, 36020 Asigliano Veneto VI;;;
Ti-Emme Combustibili Di Tonnellotto e Massaro;Via del Lavoro, 2/a, 36020 Asigliano Veneto VI;http://tiemmecombustibili.it;0444 872387;tiemmecombustibili@libero.it
Farmacia Rossini di Zerbinato snc;Via Vela, 2, 36020 Asigliano Veneto VI;;0444 872025;
Gades;Via dell' Industria, 115, 36020 Asigliano Veneto VI;http://gadesricami.it;0444 764689;
Brunello Elia - Macelleria, Gastronomia, Rosticceria;Piazzale Vittorio Veneto, 1, 37044 Cologna veneta VR;;0442 84477;
Hancatherm;Via del Lavoro, 2, 36020 Asigliano Veneto VI;http://www.hancatherm.com;;info@hancatherm.com
ENDY RAPPRESENTANZE;Via Aldo Moro, 20, 36020 Asigliano Veneto VI;http://endyrappresentanze.com;388 996 0000;trattoriagricoli@gmail.com
Falegnameria Veronese S.n.c.;Via Dell' Artigianato, 1, 36020 Asigliano Veneto VI;http://www.falegnameriaveronese.it;0444 872192;info@falegnameriaveronese.it
Cmb Srl;Via del Lavoro, 4, 36020 Asigliano Veneto VI;http://www.carpcmb.com;0444 872279;
La Salumeria Roverso;Via XX Marzo, 36, 37044 Cologna Veneta VR;;;
Berica Utilya;Via Ca' d' Oro, 36020 Asigliano Veneto VI;;0444 177 0486;
Poste Italiane;Via IV Novembre, 5, 36020 Asigliano Veneto VI;http://www.poste.it;0444 872007;logo-posteid@2x.png logo-poste-italiane-small@2x.png logo-poste-italiane-blocco-giallo@2x.png logo-poste-italiane-medium@2x.png
Hancatherm Italia;Via Carbon, 22, 36040 Orgiano VI;http://www.hancatherm.com;0444 874377;info@hancatherm.com
Zilio S.r.l.;Via S. Pio X°, 19/B, 36060 Romano D'ezzelino VI;http://www.ziliosrl.com;0424 570125;info@ziliosrl.com macelleria@ziliosrl.com qualita@ziliosrl.com commerciale@ziliosrl.com
Macelleria Guzzo Di Stefanin Giovanna;Piazza Giuseppe Garibaldi, 7, 37040 Pressana VR;;0442 616065;
Pizzeria El Chiringhito s.n.c.;Via Roma, 2, 36020 Asigliano Veneto VI;http://www.facebook.com;0444 872070;
Pane e Salame | la bottega alimentare di qualità;Via Rinascimento, 33/C, 37044 Cologna veneta VR;http://www.paulettomatteo.it;349 314 9842;matteopltt@gmail.com
Ca'cortese;Via Roma, 173, 36028 Rossano Veneto VI;https://cacortese-grocery-store.business.site;0424 540213;
Vigolo Sergio azienda agricola;36045 Lonigo VI;;;
Salone Nicoletta Snc;Via Filippo Corridoni, 2, 36020 Asigliano Veneto VI;;0444 872187;
Parrocchia Di Asigliano Veneto;Via Roma, 6, 36020 Asigliano Veneto VI;;0444 872015;
Bottega del Gusto;Piazza Garibaldi, 32, 36045 Lonigo VI;;0444 830156;
Furius Srl;Via S. Martino, 13, 36020 Asigliano Veneto VI;http://www.furiuscasa.com;349 370 7526;info@furiuscasa.com aldofattori@hotmail.it
Antico 27 Azienda Agrituristica di Girardi Renato;Via Rossano, 27, 35013 Cittadella PD;http://www.antico27.it;049 596 5919;info@antico27.it
Banca Di Credito Cooperativo Vicentino Pojana Maggiore;Via IV Novembre, 6, 36020 Asigliano Veneto VI;;0444 872052;
Macelleria Equina Scapin;Via Verona, 7, 35015 Galliera Veneta PD;;049 947 0435;
Le Delizie di Gialau;Piazza Vittorio Emanuele, 30, 35044 Montagnana PD;https://le-delizie-di-gialau.business.site;347 309 6786;
Parrocchia di Asigliano - Chiesa di San Martino Vescovo;Via Roma, 3, 36020 Asigliano Veneto VI;;0444 872015;
Municipio;Via IV Novembre, 3, 36020 Asigliano Veneto VI;https://www.comune.asiglianoveneto.vi.it;0444 872014;
Migali Srl - Ingrosso e Commercializzazione di Formaggi, Salumi e Latticini;Via Callalta, 9, 31037 Loria TV;http://www.migali.it;0423 760188;info@migali.it
Damini Di Damini Bruno E C. S.a.s.;Via I° Maggio, 2, 37040 Veronella VR;;0442 47699;
Esse Emme Plast S. R. L. Unipersonale;Via del Lavoro, 3, 36020 Asigliano Veneto VI;http://www.esseemmeplast.it;0444 772014;
Plus Trading Srl;Via Roma, 57, 31011 Asolo TV;;0423 951286;
Asolo Food S.N.C. Di Gallina Michele & C.;Via Enrico Fermi, 53, 31011 Asolo TV;http://www.asolofood.com;0423 950211;info@asolofood.com
Asolo Dolce Spa;Via Enrico Fermi, 51, 31011 Asolo TV;http://www.asolodolce.it;0423 5221;info@asolodolce.it
Porchetta a Manetta;Via Dante, 24, 31011 Asolo TV;;333 506 9231;
Forno Asolano;Viale Tiziano, 36, 31011 Asolo TV;;0423 952244;
Frantoio Malga Monte Asolone;Via XXV Aprile, 14, 36020 Pove del Grappa VI;;334 193 8085;
Azienda Agricola Zanin G. A. P. ss;Via Foresto Vecchio, 34, 31011 Asolo TV;http://cazen.it;368 789 3693;info@cazen.it
Bittante L. F. & C. (S.N.C.);Via G.Puccini, 3, 31011 Villa D'asolo TV;;0423 55109;
Azienda agricola ARISTEA;Via Rossini, 34, 31050 Campea TV;;333 284 3394;
Formaggi & Salumi;Via Pozzetto, 31057 Sant'Elena TV;;;
Forno D'asolo S.p.A;Via Nome di Maria, 1, 31010 Crespignaga TV;http://www.fornodasolo.it;0423 918181;
Mercato Campagna Amica;Via Enrico Fermi, 1, 31011 Asolo TV;;366 672 2499;
Trattoria Moderna Due Mori;Piazza Gabriele D'Annunzio, 5, 31011 Asolo TV;http://www.2mori.it;0423 950953;
Pane Vino e San Daniele;Via Browning, 182, 31011 Asolo TV;;0423 190 8441;
Consorzio Vini Asolo Montello;Via Str. Muson, 2/C, 31011 Asolo TV;http://www.asolomontello.it;331 573 0216;
Salumeria Marcon;Str. delle Bruscole, 11, 31015 Conegliano TV;http://salumeriamarcon.myadj.it;0438 788095;
Marmi Soligo Snc;Via Frattalunga, 62, 31011 Asolo TV;http://www.marmisoligo.it;0423 951135;info@marmisoligo.it
Osteria al Bacaro;Via Browning, 165, 31011 Asolo TV;https://www.albacaroanticaosteria.it;0423 55150;
Ristorante Da Vanore;Via Loreggia, 17, 31011 Asolo TV;https://ristorante-da-vanore-restaurant.business.site;0423 952279;
Capponi R. & Spolaor O. srl;Via Foresto Sud, 13, 31025 Area Insediamenti Produttivi Lovera TV;https://www.capponispolaor.it;0438 435505;info@capponispolaor.it
Valsana Srl;Via degli Olmi, 16, 31012 Godega di Sant'Urbano TV;http://www.valsana.it;0438 188 3125;
Emporio Carni S.r.l.;Via Madean, 9, 31049 Guia TV;http://www.emporiocarni.it;0423 901079;
Corte del Re;Via Dante, 24, 31011 Asolo TV;;;
Agriturismo Da Gino;Via Loreggia, 22, 31011 Asolo TV;http://www.agriturismodagino.it;0423 529467;info@agriturismodagino.it
Spaccio Carni Fedalto Odino;Via Pitter, 1, 31055 Quinto di Treviso TV;;0422 379546;
Progress Country & Wine House;Via Palladio, 27/C, 31011 Asolo TV;https://www.progresscountrywinehouse.com;0423 078063;info@progresscountrywinehouse.com
Macelleria Pavan;Via Roma, 32, 31057 Silea TV;;0422 362838;
NELLO Salumi & Formaggi;Via XXIV Maggio, 62, 31015 Conegliano TV;;;
Ristorante Antica Villa Razzolini Loredan;Via Schiavonesca Marosticana, 15, 31011 Asolo TV;http://www.villarazzolini.it;0423 951088;
Teatro Duse;Via Regina Cornaro, 3, 31011 Asolo TV;http://asolo.it;0423 524694;
Macelleria Da Nello Di De Filippo Roia Giovanni & C. (S.N.C.);Via Unione, 29, 32041 Auronzo di Cadore BL;;0435 9236;
Macellerie De Min Di De Min Elio & C. (S.N.C.);Piazza Vigo, 8, 32041 Auronzo di Cadore BL;;0435 9433;
Panificio Nuovo Da Ponte;32041 Via, Piazza Vigo, 10, 32041 Auronzo di Cadore BL;https://www.qualitabellunese.it;327 736 7691;
Supermercato Junior W - Auronzo di Cadore;Piazza Vigo, 3, 32041 Auronzo di Cadore BL;http://www.walber.it;0435 9384;
Tomasi Gregorio & Franceschet Giuliano (S.N.C.);Via Roma, 42, 32041 Auronzo di Cadore BL;;0435 99007;
Unterberger S.r.l.;Via Regina Margherita, 33, 32010 Perarolo di Cadore BL;;0435 71218;
Passuello Supermercati - Despar;Via Roma, 6, 32041 Auronzo di Cadore BL;http://www.passuello.it;0435 9495;info@passuello.it
Metzgerei Nocker Shop;Via Dolomiti, 19, 39034 Dobbiaco BZ;https://www.nocker.it;0474 972186;info@nocker.it
Panificio Nuovo Di Da Ponte Florio E C. Snc;Via Unione, 31, 32041 Auronzo di Cadore BL;;0435 9266;
Agriturismo Al Tabià;loc. Transacqua, 32041 Auronzo di Cadore BL;;377 090 3474;
Prosciuttificio Wolf Sauris spa;Via Sauris di Sotto, 88, 33020 Sauris di Sotto UD;https://www.wolfsauris.it;0433 86054;info@wolfsauris.it
Mini Market Dolomiti Des Alpes;Via Monte Piana, 26, 32041 Auronzo di Cadore BL;https://www.dolomitidesalpes.com;379 194 0940;dolomitidesalpes@gmail.com
Panificio Nuovo;Via Alpini, 1, 32041 Auronzo di Cadore BL;https://www.qualitabellunese.it;0435 9266;
Boton D'Oro;1 Via Cima Gogna, Auronzo Di Cadore, BL 32041, 32041 Auronzo di Cadore BL;http://www.botondoro.it;0435 400097;ottica@botondoro.it
Agriturismo Fattoria Bombassei NUOVA GESTIONE;Via Valle Ansiei, 7, 32041 Auronzo di Cadore BL;https://www.facebook.com;0435 340503;
Protezione Civile Auronzo di Cadore;Via Roma, 14, 32041 Auronzo di Cadore BL;http://www.pcauronzo.it;;
Agriturismo Corte's Ranch;Via Valle Ansiei, 33, 32041 Auronzo di Cadore BL;http://www.cortesranch.com;0435 497060;cortesranch.dolomiti@libero.it
'All'Hostaria' Di Corte Metto Valentina;Via Cella, 39, 32041 Auronzo di Cadore BL;;333 399 2503;
Agriturismo Ai Lares Soc. Semplice Agricola;Passo Sant'Antonio, località Stabiorco, 32041 Auronzo di Cadore BL;https://it-it.facebook.com;334 797 0400;
Ristorante Chalet La Rotonda;Via Val da Rin, 3, 32041 Auronzo di Cadore BL;http://ristorantelarotonda.myadj.it;0435 97038;
Macelleria Pomaré;Regione Roma, 27, 32045 Santo Stefano di Cadore BL;;0435 62114;
Macelleria Lasc;Via Roma, 210, 32040 Lozzo di Cadore BL;;0435 76580;
Malga Misurina;Via Monte Piana, 5, 32041 Auronzo di Cadore BL;http://www.malgamisurina.com;0435 39247;
"Gurmont - Bar Bianco ""Cadore""";Via Cortina, 55, 32044 Pieve di Cadore BL;http://www.gurmont.it;0435 500179;info@gurmont.it
Salumi Luigi Vida;Via dei Laghi, 28, 33040 Torreano UD;http://www.salumivida.it;0432 715232;info@salumivida.it
Auronzo d'Inverno S. R. L.;33 Via Alpini, Auronzo Di Cadore, BL 32041, 32041 Auronzo di Cadore BL;http://www.monteagudo.it;0435 99908;
Prosciuttificio Prolongo Giovanni di San Daniele;Via Trento Trieste, 129, 33038 San Daniele del Friuli UD;http://www.prolongo.it;0432 957161;prosciutti@prolongo.it
Bucintoro Auronzo;Via Zardus, 32041 Auronzo di Cadore BL;;380 464 4791;
Ristorante La Stadiera;Via Reane, 36, 32041 Auronzo di Cadore BL;;328 904 9553;
Prosciuttificio Bagatto;Via C.Battisti, 26, 33038 San Daniele del Friuli UD;http://www.prosciuttibagatto.it;0432 957252;info@prosciuttibagatto.it
Prosciuttificio Levoni SpA;Via Aonedis, 33038 Aonedis UD;https://www.levoni.it;0432 956265;
Salumi & Sapori Di Timau-Mentil;Via Maria Plozner Mentil, 42, 33026 Timau UD;;0433 779008;
Grandi Salumifici Italiani Spa;Via Pizach, 11, 39038 San Candido BZ;;;
Malga Popena;Strada Provinciale 49 di Misurina, 32041 Misurina BL;http://www.malghemaraiapopena.it;328 067 2579;
Prosciuttificio La Glacere;Via Osoppo, 9, 33038 San Daniele del Friuli UD;http://www.laglacere.it;0432 954102;info@laglacere.it
Prosciutti Coradazzi S.N.C.;Via John F. Kennedy, 128, 33038 San Daniele del Friuli UD;https://www.coradazzi.it;0432 957582;info@coradazzi.it
Cattaruzza Pino Marilena;Via Cella, 37, 32041 Auronzo di Cadore BL;;0435 99501;
Residenza per Anziani Beata Gaetana Sterni;Via Riva da Corte, 20, 32041 Auronzo di Cadore BL;https://www.residenzaanzianiauronzo.it;0435 9251;
Casa per ferie Giralba;SR48, 1, 32041 Auronzo di Cadore BL;http://www.arcobalenovacanze.eu;339 154 0165;
Botteghe Dalla Brea snc Badia C.;Via Guglielmo Marconi, 8, 37030 Badia Calavena VR;;045 781 0565;
Gastronomia Ts Di Tessari Severina;Viale dell'Industria, 26, 37030 Badia Calavena VR;http://www.italyeatfood.it;045 651 3132;commerciale@italyeatfood.it
Macello Damati Grisi;Unnamed Road,37030, Badia Calavena VR;http://www.damaticarni.it;045 781 0162;
Grisi Paola;Via Cesare Battisti, 17, 37030 Badia Calavena VR;;045 781 0594;
Autofil snc;Via dell'Artigianato, 1, 37030 Badia Calavena VR;http://www.autofil.it;045 651 0104;
Anselmi Srl di Anselmi Matteo;Via Guglielmo Marconi, 30, 37030 Badia Calavena VR;http://www.anselmiedilizia.it;045 781 0526;info@anselmiedilizia.it
Dolce Marty;Via Wolfgang Amadeus Mozart, 45, 37030 Badia Calavena VR;;371 545 7452;
Caseificio Punto Verde;località dosso rindel, 1, 37030 Selva di Progno VR;;347 750 2743;
#Valdelpincio;Via Gonzo, 37030 Badia Calavena VR;http://pecorabrogna.it;331 179 4637;pecorabrogna@gmail.com
Pavimar s.n.c. di Gugole Aldo e C.;Via Calcare, 1, 37030 Badia Calvena VR;;045 781 0680;
Tomasi Remigio;Via Guglielmo Marconi, 5, 37030 Badia Calavena VR;;;
Dalla Minca Luca;Via Pergari, 21, 37030 Pergari VR;;045 781 0642;
Farmacia Infanti;Via C. Battisti, 21, 37030 Badia Calavena VR;;045 781 0501;
Maso Verde Srl;Località Maso di Sotto, 8, 37028 Roverè Veronese VR;http://www.masoverde.it;347 119 5411;
Aldegheri Giuseppe;Via Roma, 51, 37030 Badia Calavena VR;;045 781 0737;
Tomasi Remigio (S.N.C.);Via Guglielmo Marconi, 27, 37030 Badia Calavena VR;;045 781 0552;
Trattoria Monte San Piero;Via Campanari, 8, 37030 Badia Calavena VR;http://www.trattoriamontesanpiero.com;045 781 0166;
Bovi Eugenio;Viale dell'Industria, 10, 37030 Badia Calavena VR;;045 781 0747;
Margraf Tiles;Via Calcare, 37030 Badia Calavena VR;;;
Caffetteria Bar Gelateria L'Abazia;Piazza Mercato, 14, 37030 Badia Calavena VR;https://gelateria-labazia.business.site;045 781 0240;
Spaccio Di San Rocco Cooperativa Agricola;Piazza S. Rocco, 12, 37028 San Rocco VR;;045 784 8286;
Macelleria - Degusteria Tezza;Piazza Vittoria, 22, 37030 Velo veronese VR;http://www.macelleriatezza.it;045 783 5521;
Terre di Sprea;Loc. Meneghini, 1, 37030 Badia Calavena VR;https://www.terredisprea.it;;terredisprea@gmail.com
Al Ristoro;Piazza Sant'Andrea, 8, 37030 Badia Calavena VR;https://www.facebook.com;346 126 1302;
Cerato Carni Di Cerato Ivan E C. S.A.S.;Via Monte Grappa, 23, 37030 Vestenanova VR;;045 747 0237;
Malga Vazzo;Contrada Vazzo, 37030 Velo Veronese VR;http://www.malgavazzo.it;045 783 5010;info@malgavazzo.it
Parrocchia SS. Vito, Modesto e Crescenzia;Piazza Mercato, 18, 37030 Badia Calavena VR;https://sites.google.com;045 781 0559;
CARROZZERIA AUTOCAR BADIA SRL;Via dell'Artigianato, 5, 37030 Badia Calavena VR;https://autocarbadia.it;045 781 0718;info@autocarbadia.it
Atv Srl - Azienda Trasporti Verona Srl;Via Anselmi, 1, 37030 Badia Calavena VR;;045 781 0255;
Ristorante, Hotel Ca' Del Diaolo;Via Ca' del diavolo, 4b, 37030 Badia Calavena VR;;045 781 0700;
"Biblioteca Comunale di Badia Calavena - Centro Culturale ""Giorgio Anselmi""";Via Principe di Piemonte, 3, 37030 Badia Calavena VR;https://myp25.regione.veneto.it;045 651 0022;
Comando Stazione Carabinieri Badia Calavena;Via Salvo D'Acquisto, 5, 37030 Badia Calavena VR;http://www.carabinieri.it;045 781 0507;
Ambulatorio Veterinario San Francesco;Via Roma, 14, 37030 Badia Calavena VR;;349 464 6645;
Ristorante Pizzeria Casa Mia;Viale Walterio, 1, 37030 Badia Calavena VR;;045 651 0189;
Spaccio Gugole;SP17, 14, 37030 Selva di Progno VR;https://www.facebook.com;045 651 3141;
Azienda Agricola Trètener di Caloi Matteo;Via trettene, 1, 37030 Sant'Andrea VR;http://tretener.it;392 728 2171;info@tretener.it
Monte Pecora;37030 Badia Calavena VR;;;
Contrada Ca' Vittoria;Via Ca' Vittoria, 37030 Velo veronese VR;http://www.contradacavittoria.it;347 911 6415;info@contradacavittoria.it
Caseificio Dalla Valentina S.r.l.;Via Stander, 1, 37030 Velo veronese VR;https://www.caseificiodallavalentina.com;045 783 5549;info@caseificiodallavalentina.com
La Casa Della Carne;Via Roma, 517, 45021 Badia Polesine RO;;;
Ortofresco di Bassani Matteo;Via Roma, 37, 45021 Badia Polesine RO;https://ortofrescodibassanimatteo.it;349 816 6298;ortofrescodibassanimatteo@gmail.com
Ghisetti 1870 Srl;Via Carmignola, 3216, 45021 Badia Polesine RO;http://www.ghisetti.it;0425 590684;amministrazione@pec.ghisetti.it info@ghisetti.it
BISCOPAN Srl;Via dell' Industria, 345, 45021 Badia Polesine RO;https://www.biscopan.it;0425 51391;info@biscopan.it
Supermercato DESPAR Badia Rosini;Via Rosini, 80, 45013 Badia Polesine RO;https://www.despar.it;0425 52579;
Montini Antonio;Via Cappuccini, 883, 45021 Badia Polesine RO;http://www.montiniantonio.it;0425 51417;
Miele Adige;Via Marignani, 45021 Badia Polesine RO;;;
Abafoods Srl;Via Cà Mignola Nuova, 1775, 45021 Badia Polesine RO;https://www.abafoods.com;0425 156 0900;
Supermercato EUROSPAR Badia Bovazec;Via Bovazecchino, 180, 45021 Badia Polesine RO;https://www.despar.it;0425 594302;
Food Service & Logistic Srl;Via Enrico Fermi, 135, 45021 Badia Polesine RO;http://www.maxfood.it;0425 51949;
Elettrotest S.P.A.;Piazza Raffaello Riello, 20/B, 45021 Badia Polesine RO;http://www.elettrotestspa.it;0425 53567;service@elettrotestspa.it
Automercato car outlet Badia Polesine;Via Cà Mignola Nuova, 1230, 45021 Badia Polesine RO;;0425 52438;
Bottega Delle Carni di F.lli Capelozza di Capelozza Mirco s.n.c;Via Gino Piva, 68, 45100 Rovigo RO;https://bottega-delle-carni-di-mirco-e-michele-capelozza.business.site;0425 30172;
Agriturismo Le Clementine;Via Colombano, 1239/B, 45021 Badia Polesine RO;http://www.leclementine.it;0425 597029;agriturismo@leclementine.it info@pec.leclementine.it
PADOVANI SRL;Via Leonardo Da Vinci, 244, 45021 Badia Polesine RO;;;
CONSORZIO AGRARIO DEL NORDEST | Agenzia di Badia Polesine;Via Bovazecchino, 385, 45021 Badia Polesine RO;http://www.agrinordest.it;0425 51297;sede@agrinordest.it
Bianchini Fabrizio carni salumi e specialità alimentari;Via Belfiore, 93, 45020 Villanova del Ghebbo RO;;0425 669081;
Sonepar Italia;Via A.Volta, 9, 45021 Badia Polesine RO;https://www.sonepar.it;0425 596611;
Azienda Agricola Bisiola;Via Cavo Bentivoglio, 3777, 45030 Ceneselli RO;http://www.bisiola.it;339 192 8609;
Azienda Agricola Faggion - Vendita e Commercio Foraggi ed Insilati;Via Malopera Sud, 295, 45021 Badia Polesine RO;https://www.faggionforaggi.com;345 237 8139;luca.faggion@gmail.com
IDB s.r.l. - Industria Dolciaria Borsari;Via Cà Mignola Nuova, 1577, 45021 Badia Polesine RO;http://www.idbgroup.it;0425 596211;info@idbgroup.it
Osteria del Gallo;Via Cigno, 25, 45021 Badia Polesine RO;http://www.osteriadelgallobadia.it;0425 594760;info@osteriadelgallobadia.it
Macelleria al Portico di Miari Alberto;Piazza G. Matteotti, 383, 45038 Polesella RO;;340 797 7859;
Tecnoprint - Timbri Coppe e Trofei;Viale delle Stazione, 146, 45021 Badia Polesine RO;https://www.tecnoprint.biz;0425 51479;
Abbazia della Vangadizza;Via Cigno, 109, 45021 Badia Polesine RO;https://www.comune.badiapolesine.ro.it;;segreteria.comune.badiapolesine.ro@pecveneto.it segreteria@comune.badiapolesine.ro.it
Bonfante s.r.l.;Via Trivellin Est, 313, 45021 Badia Polesine RO;http://www.bonfante.com;0425 156 0012;info@bonfante.com
Lacav Group, Macelleria;Via Piazza Menà, 156, 37043 Menà VR;http://www.lacav.it;0442 96016;
"555ranch/ Agriturismo ""Adriano Pedretti""";Via Boscovecchio, 555, 45021 Badia Polesine RO;http://www.555ranch.it;347 857 9360;info@555ranch.it
Le Carni Di Stocco Renzo E Verza Alfredo Snc;Via Frank Anna, 8, 45100 Rovigo RO;;0425 422385;
Corte dei Sapori;Via Dozza, 28, 45020 Villanova del Ghebbo RO;https://www.cortedeisapori.it;371 149 0794;info@cortedeisapori.it
Agenzia Allianz RAS;Piazza V. Emanuele II, 226, 45021 Badia Polesine RO;;0425 51262;
Macelleria Brizzante;Viale G. Matteotti, 4, 45010 Villadose RO;;;
Liam;Via Giosuè Carducci, 71, 45021 Badia Polesine RO;;347 452 0817;
B-Safe Engineering S.r.l.;Via Masetti, 494/B, 45021 Badia Polesine RO;http://www.bseng.it;347 452 6165;info@bseng.it
Caccialupi Medardo E Mirco S.N.C.;Via Trento, 14, 45027 Sariano RO;https://www.caseificiocaccialupi.it;0425 712191;info@caseificiocaccialupi.it
Ruthinium - Dental Manufacturing S.p.A.;Via Cà Mignola Nuova, 1699, 45021 Badia Polesine RO;https://www.ruthinium.it;0425 51628;info@ruthinium.it ruthinium@pec.it
SPACCIO CARLO POMA;Via Roma Sud, 35, 46036 Villa Poma MN;http://spacciocarlopoma.it;0386 864214;soc.agrspacciocarlopomasrls@legalmail.it spacciocarlopoma@libero.it
Macelleria Parton Andrea;Piazza Martiri d'Ungheria, 22, 35023 Bagnoli di Sopra PD;;049 538 0035;
Dominio di Bagnoli S.S. di Lorenzo Borletti e C.;Piazza Guglielmo Marconi, 63, 35023 Bagnoli di Sopra PD;http://www.ildominiodibagnoli.it;049 538 0008;
Tenuta di Bagnoli;Via G. Garibaldi, 83, 35023 Bagnoli di Sopra PD;https://www.tenutadibagnoli.it;049 538 0100;info@tenutadibagnoli.it
Az. Agr. Sabbadin P.A. Roberto;Via Vittorio Emanuele II, 2, 35023 Bagnoli di Sopra PD;;049 538 0011;
De Angeli Prodotti S.r.l.;Viale dell'Industria, 1, 35023 Bagnoli di Sopra PD;http://www.deangeliprodotti.com;049 959 9111;info@deangeliprodotti.com andrea.gian@deangeliprodotti.com maristella.vianello@deangeliprodotti.com francesco.zemignan@deangeliprodotti.com vittoria.bottin@deangeliprodotti.com daniele.zamborlin@deangeliprodotti.com
Forno Zogno, Bagnoli di Sopra;Piazza Guglielmo Marconi, 17, 35023 Bagnoli di Sopra (PD) PD;http://www.fornozogno.it;388 957 4256;info@fornozogno.it
Prix;Via M. Molini, 6, 35023 Bagnoli di Sopra PD;;;
Villa Widmann Borletti - Dominio di Bagnoli;Via G. Garibaldi, 35, 35023 Bagnoli di Sopra PD;;;
Chefline - Attrezzature Ristorazione;Viale dell'Industria, 23, 35026 Zona Industriale, Bagnoli di Sopra PD;https://www.chefline.it;049 534 2967;info@chefline.it
Galeazzo'S Meat Snc Di Galeazzo Gabriele E Giampietro;Via G. Marconi, 204, 35020 Ponte San Nicolò PD;;049 717162;
Duemme S.n.c. Di Destro Marisa E Bertin Maida;Via Dell'Artigianato, 5, 35023 Bagnoli di Sopra PD;http://www.duemmeconfezioni.com;049 953 5354;
Macelleria-Gastronomia Beghin;Via Euganea Bresseo, 48, 35037 Padova PD;http://www.macelleriabeghin.it;049 990 0008;macelleriabeghin@gmail.com
SORSI E MORSI Bagnoli di Sopra;Via G. Mazzini, 68B, 35023 Bagnoli di Sopra PD;;351 666 6077;
Cimitero;35023 Bagnoli di Sopra PD;;;
Macelleria Coppiello;Via Padova, 16, 35010 Vigonza PD;http://www.coppiello.it;049 628802;macelleria@coppiello.it info@coppiello.it direzione@pec.coppiello.it
"Tabaccheria - Ricevitoria - Salumi E Formaggi Da ""Italo""";35020 Pontecasale PD;;;
Macelleria ARIANNA;Via Roma, 18, 35020 Due Carrare PD;;327 751 6474;
B&G di Bertin Giovanni;Via Armando Diaz, 12, 35023 Bagnoli di Sopra PD;;;
Agriturismo Dominio Di Bagnoli;Piazza Guglielmo Marconi, 63, 35023 Bagnoli di Sopra PD;https://www.ildominiodibagnoli.it;;
Coppiello Giovanni S.R.L;Via S. Gregorio Barbarigo, 26, 35010 Vigonza PD;https://www.coppiello.it;049 725596;macelleria@coppiello.it info@coppiello.it direzione@pec.coppiello.it
"Teatro Comunale ""C. Goldoni""";Piazza Unità D'Italia, 1, 35023 Bagnoli di Sopra PD;http://www.comune.bagnoli.pd.it;049 953 5335;comune@pec.comune.bagnoli.pd.it
Pagliarin Carni Equine S. R. L.;Via Giuseppe Mazzini, 7, 35020 Saonara PD;http://pagliarincarni.it;049 640068;info@pagliarincarni.it
INE S.P.A.;Viale dell'Industria, 13, 35023 Zona Industriale PD;http://www.ine.it;049 953 5138;ine@ine.it inespa@legalmail.it
Comune di Bagnoli di Sopra;Piazza Martiri d'Ungheria, 1, 35023 Bagnoli di Sopra PD;https://www.comune.bagnoli.pd.it;049 957 9111;comune@pec.comune.bagnoli.pd.it
Macelleria Savio 1°Qualità;Via XX Settembre, 3, 35020 Saonara PD;;049 640141;
B&B Da Castello;Via Vittorio Emanuele ll, 102, 35023 Bagnoli di Sopra PD;https://my-hotel-experience.com;393 018 0257;
Non Solo Bar;Via G. Mazzini, 23, 35023 Bagnoli di Sopra PD;http://www.nonsolo-bar.it;049 953 5361;
VALDICHIANA CARNI - SALUMIFICIO TOSCANO;Via Trento, 222, 53048 Sinalunga SI;http://www.valdichianacarni.com;0577 679101;
Ca' Lustra di Zanovello Franco & C. s.s. Società Agricola;Via S. Pietro, 50, 35030 Cinto Euganeo PD;https://www.calustra.it;0429 94128;info@calustra.it
Fattoria in valle;via Vittorio Emanuele II, 84, 35023 Bagnoli di Sopra PD;http://www.agriturist.it;335 810 6110;
Valpadana srl Ingrosso Alimentare;Via Ritonda, 78, 37047 San Bonifacio VR;http://www.valpadanaingrosso.it;045 761 4591;valpadanaingrosso@gmail.com
Coppo Luigi;25 Via Perosi Lorenzo, Padova, PD 35132;;049 604349;
SALUMIFICIO SPAGGIARI SAS di Ferrari Armido & C.;Via G. Verdi, 21, 42011 Bagnolo in Piano RE;https://salumificiospaggiari.myadj.it;0522 951052;
Caseificio Europeo;Via Bruno Buozzi, 4, 46031 Bagnolo San Vito MN;https://www.caseificioeuropeomantova.it;0376 253522;
Società Agricola Franco Giovanni Luca ed Andrea S.S.;Via Raffaello Sanzio, 807, 45027 Trecenta RO;;0425 701654;
Azienda Agrituristica Valgrande;Via Riviera, 849, 45022 Bagnolo di po RO;http://www.agrivalgrande.it;0425 704086;info@agrivalgrande.it
Panificio Maragni;Piazza Guglielmo Marconi, 44, 45022 Bagnolo di Po RO;;0425 704271;
Salumi tipici Ferraresi Pozzati sas;Via X Martiri, 195, 44124 Porotto FE;;0532 730082;
Ikem srl Arredamenti;Via Arioste, 1675, 45022 Bagnolo di Po RO;;0425 704229;
Selecta S.p.a.;Via del Sapere, 1, 45030 Occhiobello RO;http://www.selectaspa.it;0425 766333;commerciale@selectaspa.it
